"ID";"Sex";"Age";"Periods";"MentalDisorder_13";"PhysicalDisorder_14";"DomesticCircumstances_15";"OtherMotive_16"
"1820";"4000   ";"60800";"1970JJ00";"      30";"       5";"       1";"       8"
"1821";"4000   ";"60800";"1971JJ00";"      43";"      13";"       0";"       9"
"1822";"4000   ";"60800";"1972JJ00";"      24";"       9";"       0";"       8"
"1823";"4000   ";"60800";"1973JJ00";"      27";"       2";"       0";"       1"
"1824";"4000   ";"60800";"1974JJ00";"      32";"       8";"       0";"       5"
"1825";"4000   ";"60800";"1975JJ00";"      21";"       8";"       0";"       4"
"1826";"4000   ";"60800";"1976JJ00";"      31";"      13";"       2";"       3"
"1827";"4000   ";"60800";"1977JJ00";"      24";"       5";"       0";"       6"
"1828";"4000   ";"60800";"1978JJ00";"      25";"      11";"       0";"       4"
"1829";"4000   ";"60800";"1979JJ00";"      30";"       9";"       0";"       9"
"1830";"4000   ";"60800";"1980JJ00";"      31";"       5";"       0";"       2"
"1831";"4000   ";"60800";"1981JJ00";"      33";"      10";"       0";"       5"
"1832";"4000   ";"60800";"1982JJ00";"      33";"      10";"       2";"       4"
"1833";"4000   ";"60800";"1983JJ00";"      50";"       3";"       1";"       8"
"1834";"4000   ";"60800";"1984JJ00";"      43";"       5";"       1";"       3"
"1835";"4000   ";"60800";"1985JJ00";"      24";"       3";"       5";"       4"
"1836";"4000   ";"60800";"1986JJ00";"      29";"       2";"       4";"       5"
"1837";"4000   ";"60800";"1987JJ00";"      25";"       8";"       0";"       6"
"1838";"4000   ";"60800";"1988JJ00";"      21";"       8";"       1";"       3"
"1839";"4000   ";"60800";"1989JJ00";"      30";"       3";"       3";"       6"
"1840";"4000   ";"60800";"1990JJ00";"      27";"       4";"       2";"       6"
"1841";"4000   ";"60800";"1991JJ00";"      35";"       8";"       1";"       2"
"1842";"4000   ";"60800";"1992JJ00";"      39";"       4";"       1";"       4"
"1843";"4000   ";"60800";"1993JJ00";"      34";"       4";"       1";"       5"
"1844";"4000   ";"60800";"1994JJ00";"      24";"       6";"       1";"       2"
"1845";"4000   ";"60800";"1995JJ00";"      21";"       9";"       0";"       3"
"1846";"4000   ";"60800";"1996JJ00";"      32";"       9";"       2";"       9"
"1847";"4000   ";"60800";"1997JJ00";"      22";"       7";"       0";"      12"
"1848";"4000   ";"60800";"1998JJ00";"      29";"      15";"       3";"       3"
"1849";"4000   ";"60800";"1999JJ00";"      20";"       4";"       1";"       6"
"1850";"4000   ";"60800";"2000JJ00";"      26";"       4";"       1";"       5"
"1851";"4000   ";"60800";"2001JJ00";"      21";"       8";"       2";"       2"
"1852";"4000   ";"60800";"2002JJ00";"      19";"      15";"       2";"       8"
"1853";"4000   ";"60800";"2003JJ00";"      26";"       4";"       0";"       9"
"1854";"4000   ";"60800";"2004JJ00";"      25";"       9";"       1";"       8"
"1855";"4000   ";"60800";"2005JJ00";"      13";"       9";"       2";"       7"
"1856";"4000   ";"60800";"2006JJ00";"      19";"       5";"       1";"       5"
"1857";"4000   ";"60800";"2007JJ00";"      18";"       5";"       0";"       5"
"1858";"4000   ";"60800";"2008JJ00";"      20";"       6";"       2";"       4"
"1859";"4000   ";"60800";"2009JJ00";"      24";"       7";"       0";"       2"
"1860";"4000   ";"60800";"2010JJ00";"      19";"       2";"       2";"       4"
"1861";"4000   ";"60800";"2011JJ00";"      22";"       9";"       0";"       8"
"1862";"4000   ";"60800";"2012JJ00";"      29";"       7";"       2";"       5"
"1863";"4000   ";"60800";"2013JJ00";"      24";"       7";"       1";"       4"
"1864";"4000   ";"60800";"2014JJ00";"      20";"      10";"       4";"       0"
"1865";"4000   ";"60800";"2015JJ00";"      30";"       7";"       2";"       6"
"1866";"4000   ";"60800";"2016JJ00";"      35";"      11";"       2";"       4"
"1867";"4000   ";"60800";"2017JJ00";"      35";"      10";"       0";"       7"
"1868";"4000   ";"60800";"2018JJ00";"      41";"      13";"       2";"       6"
"1869";"4000   ";"60800";"2019JJ00";"      30";"       9";"       2";"       6"
"1870";"4000   ";"60800";"2020JJ00";"      36";"       7";"       4";"       2"
"1871";"4000   ";"60800";"2021JJ00";"      32";"       9";"       2";"       6"
"1872";"4000   ";"21700";"1950JJ00";"       3";"       0";"       1";"       0"
"1873";"4000   ";"21700";"1951JJ00";"       0";"       0";"       0";"       0"
"1874";"4000   ";"21700";"1952JJ00";"       0";"       0";"       0";"       0"
"1875";"4000   ";"21700";"1953JJ00";"       0";"       0";"       0";"       0"
"1876";"4000   ";"21700";"1954JJ00";"       0";"       0";"       0";"       0"
"1877";"4000   ";"21700";"1955JJ00";"       2";"       2";"       0";"       0"
"1878";"4000   ";"21700";"1956JJ00";"       0";"       0";"       0";"       0"
"1879";"4000   ";"21700";"1957JJ00";"       0";"       1";"       0";"       1"
"1880";"4000   ";"21700";"1958JJ00";"       0";"       0";"       0";"       0"
"1881";"4000   ";"21700";"1959JJ00";"       0";"       0";"       0";"       0"
"1882";"4000   ";"21700";"1960JJ00";"       0";"       0";"       0";"       0"
"1883";"4000   ";"21700";"1961JJ00";"       0";"       0";"       0";"       0"
"1884";"4000   ";"21700";"1962JJ00";"       0";"       2";"       0";"       3"
"1885";"4000   ";"21700";"1963JJ00";"       0";"       0";"       0";"       0"
"1886";"4000   ";"21700";"1964JJ00";"       0";"       0";"       0";"       0"
"1887";"4000   ";"21700";"1965JJ00";"      12";"       4";"       0";"       2"
"1888";"4000   ";"21700";"1966JJ00";"       0";"       0";"       0";"       0"
"1889";"4000   ";"21700";"1967JJ00";"       3";"       0";"       0";"       0"
"1890";"4000   ";"21700";"1968JJ00";"       0";"       0";"       0";"       0"
"1891";"4000   ";"21700";"1969JJ00";"       3";"       1";"       0";"       3"
"1892";"4000   ";"21700";"1970JJ00";"       6";"       6";"       0";"       2"
"1893";"4000   ";"21700";"1971JJ00";"       6";"       4";"       0";"       2"
"1894";"4000   ";"21700";"1972JJ00";"       7";"       1";"       0";"       4"
"1895";"4000   ";"21700";"1973JJ00";"      10";"       1";"       0";"       3"
"1896";"4000   ";"21700";"1974JJ00";"       6";"       3";"       0";"       1"
"1897";"4000   ";"21700";"1975JJ00";"       4";"       6";"       0";"       2"
"1898";"4000   ";"21700";"1976JJ00";"       7";"       2";"       0";"       0"
"1899";"4000   ";"21700";"1977JJ00";"       5";"       5";"       0";"       0"
"1900";"4000   ";"21700";"1978JJ00";"       4";"       3";"       0";"       1"
"1901";"4000   ";"21700";"1979JJ00";"       6";"       3";"       0";"       0"
"1902";"4000   ";"21700";"1980JJ00";"       6";"       4";"       0";"       1"
"1903";"4000   ";"21700";"1981JJ00";"      15";"       2";"       0";"       1"
"1904";"4000   ";"21700";"1982JJ00";"      16";"       3";"       1";"       1"
"1905";"4000   ";"21700";"1983JJ00";"      17";"       2";"       2";"       4"
"1906";"4000   ";"21700";"1984JJ00";"      16";"       1";"       1";"       0"
"1907";"4000   ";"21700";"1985JJ00";"      12";"       1";"       1";"       2"
"1908";"4000   ";"21700";"1986JJ00";"       5";"       4";"       0";"       0"
"1909";"4000   ";"21700";"1987JJ00";"       5";"       3";"       0";"       1"
"1910";"4000   ";"21700";"1988JJ00";"      15";"       2";"       2";"       0"
"1911";"4000   ";"21700";"1989JJ00";"      10";"       2";"       0";"       3"
"1912";"4000   ";"21700";"1990JJ00";"      14";"       8";"       1";"       3"
"1913";"4000   ";"21700";"1991JJ00";"      13";"       8";"       1";"       4"
"1914";"4000   ";"21700";"1992JJ00";"      14";"       8";"       0";"       4"
"1915";"4000   ";"21700";"1993JJ00";"      19";"       7";"       0";"       2"
"1916";"4000   ";"21700";"1994JJ00";"       7";"       9";"       0";"       2"
"1917";"4000   ";"21700";"1995JJ00";"      15";"      10";"       0";"       2"
"1918";"4000   ";"21700";"1996JJ00";"       8";"      11";"       0";"       3"
"1919";"4000   ";"21700";"1997JJ00";"       8";"      14";"       1";"       2"
"1920";"4000   ";"21700";"1998JJ00";"       9";"       9";"       0";"       4"
"1921";"4000   ";"21700";"1999JJ00";"      15";"       7";"       0";"       1"
"1922";"4000   ";"21700";"2000JJ00";"      10";"       5";"       0";"       3"
"1923";"4000   ";"21700";"2001JJ00";"       7";"      11";"       0";"       0"
"1924";"4000   ";"21700";"2002JJ00";"      13";"       4";"       4";"       2"
"1925";"4000   ";"21700";"2003JJ00";"      16";"      18";"       0";"       1"
"1926";"4000   ";"21700";"2004JJ00";"      17";"       6";"       1";"       1"
"1927";"4000   ";"21700";"2005JJ00";"       9";"       9";"       0";"       4"
"1928";"4000   ";"21700";"2006JJ00";"      11";"       6";"       1";"       5"
"1929";"4000   ";"21700";"2007JJ00";"      11";"       8";"       2";"       1"
"1930";"4000   ";"21700";"2008JJ00";"       6";"      11";"       1";"       3"
"1931";"4000   ";"21700";"2009JJ00";"      18";"       5";"       1";"       1"
"1932";"4000   ";"21700";"2010JJ00";"      10";"       8";"       0";"       3"
"1933";"4000   ";"21700";"2011JJ00";"       8";"       5";"       0";"       4"
"1934";"4000   ";"21700";"2012JJ00";"      16";"       4";"       1";"       1"
"1935";"4000   ";"21700";"2013JJ00";"      14";"       8";"       0";"       3"
"1936";"4000   ";"21700";"2014JJ00";"      15";"      10";"       0";"       2"
"1937";"4000   ";"21700";"2015JJ00";"      15";"       4";"       0";"       2"
"1938";"4000   ";"21700";"2016JJ00";"      14";"      15";"       2";"       5"
"1939";"4000   ";"21700";"2017JJ00";"      17";"      13";"       0";"       6"
"1940";"4000   ";"21700";"2018JJ00";"      21";"       9";"       1";"       2"
"1941";"4000   ";"21700";"2019JJ00";"      12";"       8";"       0";"       5"
"1942";"4000   ";"21700";"2020JJ00";"      27";"       8";"       1";"       4"
"1943";"4000   ";"21700";"2021JJ00";"      16";"       8";"       0";"       1"
